gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
RPL43A	8895338.20685	8592034.74091	8875161.067275	8581289.466975	10004914.3041	9762098.374675	9720435.452675	9710128.116475	5998770.661725	9453503.127925	7160394.645675	10249334.664675	6064149.37815	9675240.4178	5015178.49605	10258662.884725	8194142.697625	6561835.0511	10480186.622875	9713259.404325	9792150.14445	9974511.419775	6529347.572525	9710837.151175	6347479.332675	10651459.675375	6379769.66975	8020906.692725	7816794.54305	8859196.956	8353009.62635	7989166.01675	8533022.834375	7459811.2092	9625910.31755	9760372.09095	8696940.03895	4797416.598475	8059371.10965	8028984.99575	10208694.306975	11242207.963725	4873001.13065	8807701.563075	9265464.56735	6133889.8818	10240560.177125	6807930.578625	9922023.026675	6482852.52005	9826729.611	7047214.807925	9050134.25895	8569651.39185	10139955.924575	11223881.3997	8480227.859525	10309365.847475	6626491.678125	10431139.311225	6586775.801875	8269687.9049	11219096.026175	9971789.8853	8858408.99005	6496853.542425	11811742.01975	9904944.243075	6958596.8655	6259708.36365	9470064.9429	10412624.451775	6103073.079125	10696722.55025	7046458.39905	11381706.444375	9681804.138525	9185529.7931	10014700.8118	9726237.398125	8118648.714175	4239945.305725	5364512.0102	5515513.7821	5196757.17435	5573889.7376	6016322.91605	4043654.20835	3963094.35225	6404608.6879	2900460.404925	8165143.09425	6449945.2183	5025893.95415	6240059.7998	8042556.536225	7111387.232025	7919473.33355	6852349.4255	8304223.068075	3581339.5198	4825893.33885	7743635.4337	8685552.1927	5241832.723675	7075251.28665	5253513.763675
YJR098C	16789263.5221111	13196913.44109	16855134.766175	19437357.544475	21129011.26835	20215917.57675	25691831.533025	25650657.491725	9781811.447975	22080510.8877	18718081.520525	18257874.31485	7558145.690275	14399053.7735	7357005.54805	18382810.916125	12846408.039725	8659003.285075	20335520.274525	17888944.78795	14260321.29285	17006161.121375	10746731.4624	15683013.37385	14117227.137275	18128220.127	10603612.58825	17956289.011375	17871244.799675	15090574.493025	10831107.299575	14218615.6947333	13458056.513975	12641367.703925	15523405.862925	18361844.3568	11717605.4864	6395109.125225	13886434.254675	16187234.695825	15597025.89615	23350487.222	2418021.173375	23563259.52185	22177866.4208	11537851.029925	19850151.125875	11935763.90555	21994112.7257667	6551894.26345	16580382.208575	11962710.068025	13900744.257025	12524889.020875	14735887.97035	26243534.583675	17477492.038325	16274409.4597	12737731.03925	21421542.9628	9935604.0101	14518113.996525	26920102.980675	18943950.428375	16882979.64135	12936777.161875	14518212.887625	15134103.691825	12326536.480075	9045277.897025	18529579.58745	23022759.730825	10290778.253625	9557205.061275	6495325.14075	12145504.79115	10706954.188075	9211571.806	11132920.03765	12338666.038625	9646999.088075	7381665.92375	10010843.966775	11614035.5761	7439310.718575	7481597.72205	12709527.730925	12362922.7886	9281868.605375	6090475.86195	2565652.885875	10275899.304275	7782909.2871	4741605.33	7761054.663725	10705176.611625	8408022.192825	13207349.587925	9770098.2544	9530729.7586	3726842.551725	6697363.798975	10257462.855725	10503731.822475	6521581.7759	10457972.97255	4703909.47685
YJR100C	1813830.27709	5665150.80656	2815417.05646667	3737687.7588	2802204.519125	2736325.056825	2532468.3987	4974476.86935	3636045.8105	1148521.62595	1229899.1431	1410526.46635	1597175.0105	2367053.547925	2673188.761	2217558.475425	7259862.4098	1910168.970675	3811929.6245	2856249.5659	2658647.572625	2943847.406675	1004597.96673333	2358611.691075	2148432.305	1858048.0956	7084988.62995	1667102.6546	2614796.44636667	1493419.98633333	2317424.060875	NA	2915713.8325	5117234.5189	3505865.9628	3482951.0846	1229043.7923	2052031.42575	3616875.510075	2555183.63345	4434593.179625	2343380.56955	1972833.7923	1833874.5495	1565481.6312	3077443.848225	3246745.16785	2579435.4345	NA	2809940.89965	3526611.052275	1750230.3921	3054988.533275	5196913.448825	1567385.04896667	2274919.467325	3984165.015525	4369347.553725	1922229.030525	4765044.99855	2142301.614325	1370766.3807	848102.769	1875796.2488	3205724.996525	3623741.553925	6785905.17915	1431679.58215	2547905.582	4235941.324125	1913835.4934	4598635.591125	2524319.720025	3354867.23555	1662146.8136	1695646.55733333	2726817.1813	2533969.9423	1693435.2538	NA	2999657.4377	1799551.6954	3146216.00915	5905128.28915	2577812.262625	4314857.8809	3387008.4639	2695185.794925	2956494.360525	4093629.785025	3047321.033425	3500863.907575	3020975.274575	5853591.657125	2399879.48235	3241857.425725	2293762.5667	4211552.19335	2582200.4583	3922473.63655	2710074.848275	3484259.092925	2603418.503775	4120413.82555	2749669.050875	2161319.90385	1541806.69893333
SOD1	12465569.25819	10524443.47556	14722216.3293	16083327.5242	10284377.096325	13682591.960875	11288231.471675	11393045.631625	12953404.062775	13583194.0023	10888419.075125	14185517.4101	14751961.735775	13883437.38585	18451306.271025	12102753.6634	16854343.780975	9855150.618825	15075778.1496	19876979.36565	7932902.37385	12898148.309825	11613675.9693	15427746.060675	11154828.521	15914944.927925	11676612.33675	12559209.0684	11329238.104425	10935721.79185	10448687.04845	17481202.553375	11208260.38765	14567959.43295	11910839.131675	13794581.91005	11923151.8609	13555742.42755	11288492.73405	10691711.37755	11865053.971975	11303365.513525	10238025.967475	11177483.396	14016576.6166	10039722.803475	15775309.950975	12493387.02115	10058167.69405	15347940.78695	8691809.436175	11297435.530075	9036825.8473	13669706.0205	8655568.177625	9411733.162275	16396987.66445	11991663.631825	13630543.9165	11345109.078625	8832445.087875	9318035.3388	7743826.217875	13476905.61885	14297566.808325	13499476.836275	14742359.2939	9973612.994925	10618189.838825	11583385.848925	7970284.51485	12501773.77415	12509527.1802	10929488.8777	10612302.467625	12550528.4358	14419563.8287	17850750.322775	9155118.289875	11611177.72725	14575443.8764	7214338.905225	5143899.92955	7685101.304725	8096032.40735	12824753.216225	10301774.153125	7017281.3784	5704738.473	13557175.749275	17530801.359825	11506427.1385	15459715.512475	19020088.697925	11217909.1256	18132974.855	12161260.479975	18357277.8581	11307899.40845	14420382.069525	14795977.0324	16823896.379825	21863044.394525	16166965.651025	14959922.23685	15982759.6083	15696621.81795
ADO1	5836405.40668	5954074.5591	3499602.31895	5546744.960925	4340075.80975	6252123.946125	4183404.623225	5155010.681975	4374474.379925	4317314.714725	3410260.56965	7744862.699325	3712428.828475	6296989.54545	3959502.54495	4556247.96645	3675423.867725	5289443.3063	6268323.395275	5242969.264525	3588845.858325	4476673.263475	3956569.375925	6113027.623075	4059432.5717	5549414.153125	3932526.380025	3752241.6497	5049676.17405	3483801.017925	5158898.904625	3850259.2644	5977721.086925	5059215.738975	5752824.002325	5412018.8152	4653181.09135	5110541.36665	4364242.374075	4441005.043825	5845863.38925	3888410.306475	3065784.815825	5051065.268725	5320663.0037	3477126.4689	3804131.943825	4267045.696175	4155799.237125	3685006.63035	3520107.04575	2815929.12145	4873019.782225	4177818.29285	4516592.453125	5004144.4083	3856688.844225	6448534.5296	3528288.13305	4171983.67895	3016299.555725	2647797.2085	4020811.701775	4258850.091575	3691665.2129	4123831.031	6177033.2224	3741724.69095	4080171.826675	4234564.295475	4162425.867275	5443179.994525	5186321.978325	5376546.3385	3525232.017925	5342394.32755	7191331.887725	7924431.869925	5619373.943825	5639440.663375	6228417.0679	2282256.793	1931110.082075	2219025.0388	2627521.4554	3123240.860925	1996622.68175	2527848.024	2127905.2056	3702467.1169	2686936.3745	3161618.9791	3682563.039825	2921736.819825	3288609.76145	5197906.162775	3219142.580125	5363950.1251	3412672.064	4621428.8946	1351126.633225	2985455.4576	5185721.68195	3967234.314225	4059860.13865	4924733.2722	3478807.242425
CPA2	20045453.77748	1953879.35156	1563470.27555	3660411.7498	9836132.04435	1595245.71965	NA	9297949.62825	9316713.51155	12079831.99725	13476311.31995	NA	26695857.240125	19396491.778	24062145.291375	1655873.05733333	10920759.454825	12478541.604975	2229728.9212	2228145.327	12076252.963225	2533076.634475	11414132.312275	16847604.66795	1889024.82916667	17444146.3583	11806082.236975	13325352.6534	10960305.0344	13091281.9217	17685979.168225	13364461.54545	2125108.15655	5580898.068975	14865988.499725	8578510.457875	2550063.3461	14485436.3541	2900813.600175	15005220.794	11005122.971325	1769597.17705	9854589.2201	12043977.657575	11486353.840725	21518496.3793	13169212.864975	22829070.8864	13101426.062925	12150292.487125	4814970.989875	31215305.960875	1739425.2033	2308385.37733333	4058979.834875	2219824.11966667	13204933.8363	4163725.23155	29946119.0247	2862008.1251	30396075.6512	28414000.37975	13973046.3571	2962616.7535	2311686.73515	11172004.150475	2266979.5546	13621879.964775	9949937.197675	26269529.21795	3744478.7042	2109323.432475	13628214.11085	14937588.376675	21884992.9159	13230516.6218	17006817.491475	20749776.85895	5163212.7437	4311295.10715	5287180.191775	8612120.96975	7861179.2161	9631248.598675	12973618.342025	1191197.06586667	5637605.5461	4298704.26295	5320865.97975	2578229.94855	7015426.593725	12662668.44845	2123135.6102	15664883.14505	15336407.762825	9949744.4976	12460816.3661	2882950.859525	6674762.2606	13350210.400575	7459746.742675	10963157.532975	18366034.8632	2314315.715625	8722608.91635	6136084.92255	9465556.534875
ATP2	6669410.3828	13717862.44412	11662507.282875	6575393.827925	8923663.4571	7106398.13115	9641390.310625	12567958.6922	12275818.221975	8478201.7878	9293112.73495	8976474.4683	9243544.032475	9701061.437525	10665918.731925	5463293.896075	10814388.736575	6925780.369375	6733587.909925	7350012.9777	7888074.4632	10610436.399175	9695150.392675	13787839.57175	12992271.570825	8271190.0237	11048219.13265	8673337.8432	6329146.9633	11019349.440775	12473754.3546	5738676.13	12693537.883375	13415715.839125	7527703.473075	8350635.811525	7924884.990625	7117529.84405	10897652.023775	5833405.8485	15131565.28655	7937771.361075	14480757.211375	10103963.55895	9687690.92615	12313395.61155	11540004.3094	10503442.75055	6949348.55355	12293555.7278	8432741.60255	8545347.5608	8959405.0133	14338082.360575	5014883.970675	8913214.038625	12717949.645175	9509634.714525	8276083.504575	13946897.9795	11365149.472875	7911799.3699	3916615.386775	7161482.230225	11954955.049425	8584541.060025	15268905.702725	5878460.6658	5567230.174625	13273512.28745	4659559.6559	10866385.95765	7254811.944575	8664714.55725	6151557.2904	6139974.30195	8733701.768175	9374819.8715	5124638.24365	4454885.260775	11072282.727675	7090659.725575	7331106.93715	10963658.21485	10799075.375975	16837366.274475	12388100.93445	11619406.894	14638936.7399	12954917.807525	9199252.31245	13588984.1657	9198197.410075	12588651.955525	8923935.074725	14317312.546775	10606888.289975	10083629.42655	9860901.3908	11675675.4769	16379527.884475	6709856.491775	10795610.336975	14899703.472325	11549236.486425	7813046.5749	8972969.215075
RPS5	57858396.28746	59586117.19138	59408303.43905	48274703.104775	53098927.859225	52368147.2243	46686016.172325	57844850.123325	35022015.90895	50944946.119475	41543019.602925	49491814.022625	25912755.95165	53945016.870225	24931597.885675	60880992.273	47428308.449425	32548726.5479	56955681.549975	47983849.5613	45750148.6413	48365837.5575	40913857.03045	43554400.07325	54990452.7845	47081626.9038	47406242.837825	49063001.771925	49123903.70805	49960416.16555	47551866.86865	47626243.3044	51291363.181975	42016018.1004	59936451.801025	54417856.2677	50142774.513125	26482543.975725	53575821.28005	55212771.687725	44333627.2045	54584728.793625	31373967.832975	52090608.679875	55390584.05415	42811608.240775	58850446.285475	46318369.99355	60541539.630225	33052075.102	45655598.096875	39339480.60755	61792671.498225	54588473.00265	71970563.42075	56978795.753025	42654795.483975	74734961.1453	40304317.791075	52824052.77215	47463192.602575	45669593.778	54339666.0729	49410888.5913	54547191.638025	43732654.9291	73142029.201575	51422023.0008	51460234.77715	48103545.2731	50618928.112925	45518280.52465	47826077.61915	56670062.582025	27272836.072975	46821660.20575	51792720.475325	46361330.661225	54392836.043575	46550599.478175	35716784.919325	36203313.868975	43561087.969125	53854840.980575	57402942.382225	57001484.94515	61696754.815175	64982073.955425	47967911.833175	55000783.845825	35432774.2446	52144748.188075	48951875.838675	38539060.91965	46036975.777175	53326486.155875	39820428.312	64458696.090675	53816963.54935	59555452.7604	29276260.486975	36938941.672975	61885445.885525	58990550.546225	39832071.952825	62609325.7202	33343825.069975
ENT3	829127.59946	839060.52178	906405.246625	523468.3707	515712.733833333	874431.126566667	1329101.2849	1311874.375	619393.599375	1306680.4995	1327488.88505	877768.643325	493845.661675	696638.79555	500238.03435	776093.8633	742556.588525	489978.87555	740235.4123	811845.487575	713694.287675	707692.370025	805458.496875	808127.513975	599905.47915	573568.492775	848596.699525	807465.94595	544355.5004	794531.5143	720642.987775	880221.9786	631138.1044	694400.61525	575924.04535	815257.92645	651248.34085	574546.811375	735278.29255	637498.354	776023.0023	1178593.31825	1843904.023725	1739534.954175	1666668.38545	1865833.213525	2341555.17165	1611041.2376	1161773.13585	983489.56495	795494.038775	972664.056575	1314032.5748	1246593.01395	1010500.0601	820753.4582	875003.88625	1175226.5134	884197.7149	976235.400075	950957.066725	859474.008275	603454.8336	714928.426675	1154501.3502	870688.762475	1302403.18345	937866.30075	883683.301775	1197710.42645	722869.351033333	1024240.351825	948119.259775	960019.87475	806866.235075	725711.9928	821707.96425	855883.893475	528086.52505	669134.2883	869560.679475	616775.2019	822828.796766667	856751.682625	637021.423175	975810.54515	1367454.197275	1349048.90675	1048359.61443333	1624256.455425	1239314.43875	1711319.3197	1521491.4526	1026539.416175	1144940.002775	1797835.00636667	1321025.945875	1195586.8251	1053264.692875	1332327.036825	748807.9688	837779.9264	1059286.62145	1404626.325375	971955.6744	1015896.806925	600147.3373
SGM1	1989376.29764	672389.72676	253164.112333333	302393.015966667	630860.452525	706202.971225	335102.524075	563634.939575	845072.62665	622473.76485	972806.776225	1045248.883275	1453085.2243	1502607.422025	1610408.129625	721810.107175	454108.688333333	1590786.168325	409208.36545	344246.6522	493511.4857	224032.1072	523692.98085	907333.6265	282059.5791	403426.6729	429121.1905	443781.60265	361126.53505	816185.28615	1767446.172225	554732.6107	1027741.75453333	803838.9383	1277357.97505	393816.852675	1214119.31085	1541076.863575	1341171.04936667	776378.05955	277983.7023	227397.7605	3415388.694375	588468.766575	355186.83665	912147.29165	428446.23125	710343.06725	605563.221825	1414098.16	NA	1280343.53655	780670.135075	2139569.6153	1702433.674075	599438.360075	581209.385875	1916022.720725	2204681.288525	310229.44815	1851775.29425	2251075.763275	686922.407675	649093.680225	3297982.008475	597182.8617	810410.573725	5787645.9247	782820.746575	2108911.00525	521586.2876	324349.20055	2001193.071775	1474086.591175	1711340.15215	894591.029575	1421981.34985	1963600.59465	1511025.022375	1027559.626575	1363266.022175	1086619.3269	161356.1426	345889.550025	364902.0828	787370.391566667	249763.490633333	95107.785475	83710.918925	3075814.44975	4226742.3412	1981770.5195	872144.661166667	2280446.1613	3672825.837775	6055287.1935	1721880.6413	704805.4386	1530721.04256667	1912782.69666667	2402618.0922	461202.925466667	2670919.078	1601534.6053	2694045.555225	1340091.07015	2135627.79315
ECM17	440146.10688	650627.4431875	296447.9206	NA	NA	417457.5184	NA	NA	3178999.26115	NA	553817.690366667	NA	2301256.45445	386275.8534	2396865.539175	NA	1062009.863025	3364665.070375	NA	NA	NA	253184.3516	NA	419904.5541	NA	725875.18075	407235.774	415732.584725	555508.030233333	242492.3867	NA	461366.1528	NA	1471437.29305	245652.9771	521957.3805	NA	2696340.641925	566253.515425	NA	349681.27245	NA	4292274.0452	508453.112566667	379030.5221	2865441.371325	623820.064466667	5090103.963725	769287.49835	3910760.3717	926734.74025	5346548.2914	NA	660044.8239	1112806.456175	NA	541641.63295	1686456.560225	4928095.570325	336036.4888	2291947.06505	1931741.292775	426571.145066667	NA	611163.572075	4232712.88215	553335.88	359321.172925	4633007.87555	6115873.554275	816695.39995	351347.9626	3156201.667525	385303.9234	2789136.3032	NA	NA	514455.693	1885914.0567	671832.671075	1013540.151375	NA	NA	584515.342166667	3321532.098775	137977.5846	NA	1904929.22725	4288853.28225	467148.369275	3269595.7864	1029477.79133333	NA	3125274.67565	3207126.0708	399307.0341	1610858.57325	961069.2702	2574203.479775	1937003.349275	3252478.482775	2463903.83665	636620.492875	665279.5303	4032409.886625	2074480.075925	2072061.157125
HOM6	7446325.49541	6760100.72844	6851284.71035	6086121.122825	6233726.847925	6251484.62515	8039342.4034	7140608.29645	7250503.11605	8864593.3475	10329437.8318	6883668.00225	7486098.41815	6646216.679825	8428434.4096	6565576.84945	7648300.399925	7260321.16375	9949919.523875	8580754.463725	5277660.43775	6231612.92325	6637596.616925	5891445.3101	5258106.9869	8184962.169225	6698268.779375	6018333.529275	6521673.8615	5080647.167775	6699631.4582	6576118.4617	7211561.345075	6144252.544	6728314.2581	6878716.954625	5729336.29595	9987676.9091	6813380.962575	6391889.1496	6750082.41955	11654347.184325	21835928.543375	13592184.6598	16045375.422275	26145476.870275	16991145.72295	20342876.178625	14897653.009	13251932.46085	12472683.8345	11543328.09405	14260979.2603	11786177.8833	11912004.441	8763587.0157	9776739.467725	12795638.598675	10519463.3954	10191041.98885	10100772.013025	8286702.455825	7782076.38065	9402802.559825	10189195.249125	12671318.2446	11745081.140225	12350194.220425	12277728.0929	13885922.46765	10809233.0859	9130389.5756	14959977.832775	7950792.04705	6607271.022425	7462018.3023	8156966.47535	6897721.68675	7054213.270425	6657281.05	7309666.773825	7711171.340525	5990939.177875	7264548.83385	6294911.271975	8260022.150525	10618360.5603	9976418.68165	11907729.679525	13124189.878025	16791236.16075	11123782.627725	11445026.58345	9672539.0366	9553774.897425	13237330.297275	13555086.597725	12795634.002375	10929835.630075	11004934.56745	10651172.034325	10460841.124325	9909043.933575	9387573.3119	11019185.32865	10906658.6199	6511315.289275
PMT4	1478054.67172	843685.717922222	949420.0822	865637.46405	798774.8576	675223.64035	725944.2668	966149.4307	614876.31915	1051207.661925	1398282.878225	1326274.322275	371162.519	1140589.8077	NA	961133.4647	779502.240025	769131.82295	934028.7962	994211.504525	493149.4977	935957.9322	887136.60835	764809.343125	854550.794433333	1035085.20046667	1039710.512825	665026.6806	1062605.8618	626851.0466	1125449.23705	914262.187625	1215123.084075	517437.396466667	1047970.5771	935216.5546	927740.48665	429154.82235	767715.255066667	1152329.453825	799616.632933333	NA	425272.1119	1226921.629225	931223.5256	685192.5248	920117.6085	486983.6622	1036021.3903	NA	NA	585576.49315	1025095.75715	916728.8292	1352003.6456	818951.042533333	749490.1341	1358049.59815	601460.1006	1060141.57333333	789196.159375	624197.1206	916622.232866667	945017.0116	1320545.3771	NA	1194641.915825	1205772.17205	688093.3845	670830.480825	1224456.680675	936757.94775	821834.459766667	1068453.9315	583496.6501	1221911.19923333	995231.87295	874664.041125	897846.443933333	1015233.5356	821647.701325	352354.4993	719474.2237	1040330.273	964136.189275	1180149.692475	1362071.72215	1048000.845325	653358.4719	1029328.545675	359116.4339	706566.976733333	781206.71	NA	987326.668	1187790.4472	869476.075275	1150263.5769	674852.372525	954921.6898	478214.21905	778894.772	1331931.2669	1217415.522225	880900.58675	1144775.44665	NA
BAT2	NA	NA	NA	NA	NA	NA	NA	NA	891563.6244	NA	NA	NA	2534308.7181	NA	2286025.391575	NA	NA	1968666.1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3051488.30455	NA	NA	NA	816216.7369	1245644.493525	1299135.3062	NA	2360520.999575	1376038.4746	2755526.564025	1871751.90843333	4327671.971275	NA	2472764.692725	NA	NA	1358892.20596667	1604977.53285	1303566.65575	1562654.58645	3880645.097225	1557935.09375	3006653.726675	2266391.355925	2046780.6734	1776398.022825	1751557.321275	2683835.455075	1464051.52795	1731623.9444	3410507.796825	3362688.53365	1622361.22735	1888870.76715	4748891.4678	NA	1427007.65386667	NA	NA	NA	NA	NA	1232086.56585	NA	NA	2722711.11005	2852004.2477	1923523.31166667	3859397.31535	3435470.36593333	5176419.224125	NA	2614916.157	NA	1046265.07523333	1691503.214725	2905701.254975	NA	1956848.272325	992540.4586	3566367.28	1761605.07315	1986652.558825	1984537.873325	927727.8161	1242882.8612	2564777.6324	3172452.163625	2442319.765925
MET14	107296474.855922	126681142.529986	102625086.827633	136176189.423775	126927303.69605	121636619.3792	NA	NA	71465729.266175	94464965.0194	117161922.862925	85523336.294225	51288744.072625	96731012.1956	50767800.69265	151818352.85345	114407102.124725	57208186.601375	136585657.439525	130927113.633667	90231946.470325	91722648.293475	112481054.982175	81006237.289625	75865835.3166	79224166.0978	101782890.621767	129799828.994975	129081451.52865	147790541.8699	71990402.4034333	117311965.086475	71315315.846775	79474836.683975	94253263.8185	116829583.707075	103191430.461725	54285465.570975	101981236.563575	83275578.1271	93891539.511125	157481401.012675	80151287.0770333	131820359.02265	158467403.9263	136266891.80195	201868621.7148	141619612.067633	167633354.47195	77157177.3062333	122111323.935	98994906.39705	NA	NA	128450678.047	146325308.950267	105078234.0691	161471073.2881	107228327.4679	151323871.90565	NA	127106663.3171	147771620.0765	131394874.446167	126492730.2359	126057367.91845	NA	138992842.0606	NA	NA	149375124.189567	148295210.8253	NA	108073638.5682	57473244.939025	100793091.031125	90656632.13515	86789170.8101	91521559.192825	81261127.8153	72222755.9619	74027159.29655	83360240.1006	105009694.5591	105786597.49395	98922496.0506667	172928446.19975	142592278.08135	124649435.028825	120612625.1573	121953018.81085	85390562.6537	106282211.481467	82085731.6174	77422821.79835	91832970.0816	112266525.0773	133868387.114	128758611.8628	140063829.45105	72989268.412	103590968.1041	150329984.41085	157141365.049533	119247157.9774	162666634.291225	64114289.13715
RPL14A	3178388.33907	NA	NA	NA	NA	6323651.3405	NA	7347005.76635	NA	NA	NA	6092395.46425	2794097.08005	5540430.82335	2593500.23465	7320073.272725	NA	3301204.546625	NA	5252954.69835	NA	NA	6539667.16485	NA	2617146.7087	4699496.169575	NA	NA	NA	6230089.1301	4800877.4992	NA	NA	NA	NA	5418157.147575	NA	NA	3150788.846775	NA	NA	NA	3276752.361225	5910023.028175	NA	2146981.938425	5521321.0182	NA	4613219.81565	NA	4681775.96405	NA	3893182.58205	NA	4349402.4036	NA	NA	NA	524409.5739	NA	NA	961547.9442	NA	6524419.62075	NA	2379444.7834	NA	4712162.5733	2523720.142075	3287787.7496	4293786.99925	NA	NA	NA	NA	5699224.58595	NA	NA	NA	5071330.0116	NA	NA	NA	2269765.037325	NA	2133732.2972	1932004.732425	842524.4065	NA	NA	2077039.305475	335118.8691	NA	2545034.57205	NA	NA	461415.55475	NA	NA	3177642.0715	335165.21885	1969240.35586667	4693003.339675	4380732.215	419689.9377	NA	NA
MRT4	1382715.25333333	1735934.87653333	1304304.178025	1308982.517	1191797.99376667	1249564.935075	1599736.25223333	1494504.81555	1378764.621675	851806.8243	NA	1280745.5432	755000.1241	2215154.698575	877379.4351	1783725.449325	1357237.3736	968834.1822	2208689.08195	NA	738298.08185	1586360.9294	907565.7025	983176.124325	1244546.94385	1385959.563375	1404361.44075	1514979.06193333	1211855.62235	731932.7935	885862.933433333	NA	1281687.92046667	1032869.54553333	1299040.973425	1785708.5094	NA	834063.7018	1905359.153125	2043531.7228	1498871.068125	2038027.7049	756547.67175	1756212.1726	1692581.759775	1540247.3572	2297275.859725	1850138.65835	1567397.87176667	1084553.71445	1660609.305975	1597221.94873333	2110093.004275	1422825.34345	2558958.11565	2068845.760875	1011479.101075	2450492.7895	1278235.97245	1635002.07496667	1205243.04813333	1588846.755325	2047337.621175	1446201.57535	1415355.7775	2366367.51485	2682085.803225	1730883.83515	1945404.101375	1407352.911125	1710942.048075	1566008.2708	1533566.2443	1979046.635575	1143121.48243333	1506905.158275	1533866.650475	1549577.73225	2104320.30875	1702757.939175	1083908.4574	976623.94205	2306309.595375	2092290.29685	2231794.427075	1547859.69185	2782312.51646667	1603102.90215	1700646.43015	1409859.602425	1361696.17275	1539962.987725	1558168.71185	1782472.471825	1655769.199575	1107905.880475	1230896.27995	2474952.168575	1872517.511275	2479260.5861	1028133.3565	1955924.214875	2089050.867275	2125550.199625	1906447.83355	2144582.256475	877033.845166667
UFD4	462887.998616667	606106.67563	519967.3552	1166127.68575	908269.03615	1566226.950275	NA	685785.534333333	1672114.392325	350027.7202	341381.43655	842959.759325	1770032.201625	531076.024675	2215357.089625	1166062.476875	3698160.2674	3947944.179375	2739226.135425	753001.7947	758418.060966667	438869.7587	234979.1776	263040.2842	289105.42305	1499063.956425	727062.484425	1012437.353875	1112699.04995	235897.52525	771426.0581	532056.846333333	757760.292125	3716254.567175	2157761.772075	944710.038425	381695.097	1065167.813225	681934.167575	941905.1121	1059922.2796	1874228.573475	1343815.931725	400155.17775	1420613.12865	3126264.89315	2091629.01475	4084549.179425	636948.284333334	2197493.23905	1048797.2899	2918181.19003333	304109.0791	557431.19105	991229.932025	848185.2714	565201.62375	986498.5115	3714781.42675	1377132.4659	2370114.7869	3996435.86366667	1280147.92305	1468650.410975	1479723.4096	4238999.92785	483886.91425	2044540.499325	3294164.00345	3548658.218575	1255359.375225	1475106.74175	1776878.827525	488336.363625	2644810.31705	690180.17255	280079.505266667	346802.389625	596394.0388	964027.179375	960130.955525	411735.59455	762382.66415	1710390.7954	NA	NA	NA	NA	NA	NA	1212483.4134	241240.1569	973974.15645	1829116.5885	1220336.9589	476278.1922	NA	506086.302725	NA	NA	2942268.7981	1178491.4605	1998990.3992	2666542.8679	597425.6315	NA	1394355.037225
CCE1	5799889.2091	5012523.50245	7582506.15506667	7722543.450875	6752707.879075	8545536.748	4268508.82985	6561924.2886	4356846.75795	4168577.9618	3883262.71055	4403137.80665	2226427.94805	4540665.021275	3008226.82175	6247386.4477	9565207.373125	4821942.917525	14906818.3319	11588876.135525	3928167.3751	4201459.624	2592856.086325	2520927.657825	4544457.8942	5967480.364	10101927.2153	NA	4672741.438	NA	5006345.588575	2704807.1202	7827156.844175	7220123.7047	8953386.6508	NA	3536836.6912	1451829.6071	6838586.022	11388093.729925	5678035.078975	10075207.947325	1351716.8264	8426400.66585	10442191.74555	5415962.892325	9851819.0373	5834778.88525	7383881.135825	1765533.710025	12615481.2907	4826780.77185	5468389.7377	4282834.228325	6804845.429875	8746560.1161	8469332.1374	4964867.241875	4228085.82985	11315240.143325	6161641.1831	3841123.142525	10382560.723225	11603632.790725	10149074.2194	5840099.2474	5061774.9574	17944935.83435	5239073.273375	3583514.6647	17415434.10175	10876123.093875	4001776.69885	3445872.460525	1863953.52855	6309610.503925	2927860.686825	2273723.561025	4238394.6249	6712759.91096667	4456155.238125	5498623.0426	4215844.41443333	6447427.81185	3707633.99685	7515602.538375	9453999.4275	6566161.4622	2822242.6861	3785690.56005	2255617.65545	5882058.5954	5262681.460725	2355646.620175	3923046.296975	4254739.7041	6381352.9275	6389912.00465	3799761.75515	5143709.65085	2150960.57855	4907661.4747	5153443.13315	5495067.2576	3710125.270775	6263645.747825	1543982.93085
