gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
ADH7	1965361.45224	2583424.60218	1423094.322225	1676503.40676667	1410447.324325	1222830.7125	1669729.6896	1479276.08276667	4086483.555275	1271719.05816667	1107857.838625	1490268.7222	4561292.5663	2248862.3956	3552255.614725	1252822.6036	2297765.797675	2658604.121975	1603809.95785	1888336.366125	1263737.6378	1515066.8815	1710964.5748	1432162.878875	2113661.946725	2260143.9411	1860741.629625	1689030.631725	1238757.483875	1465519.19115	1167635.423275	1398486.4433	1752233.906175	2759402.01075	1321661.92416667	1427890.15736667	993588.1172	4168847.676025	2332230.595875	1470003.64886667	1964771.4595	2411334.13325	5897898.5904	2182042.4487	1998380.5062	6666192.124075	2878801.006675	6140652.99695	1851535.10763333	5326905.33825	2879170.942875	5525983.142975	2776663.2565	3618499.75225	3734223.79445	1796375.615675	2085266.76935	3636571.457175	4803273.568675	2397513.65165	3823879.97785	3897023.241375	1861217.68795	1579221.8395	2511194.149175	5126320.0625	3059662.9766	2683162.481425	5471590.88555	6263127.583125	2372894.713775	2452777.22355	6242160.886775	2547379.644775	3643801.95185	1549630.35965	1680268.258575	1882347.3436	2453498.42695	2044844.87843333	2558831.022875	1695089.84043333	2083705.3793	2300234.126375	2447184.14225	1839094.75795	2785399.265825	3500319.729775	5710611.418775	2859993.6809	7182946.561025	2003260.09855	2257494.348725	6093599.2039	3645835.8603	2014993.49933333	3894496.2121	2954042.305025	4104403.007525	3265185.660625	5028427.3226	4071913.01775	2674147.9447	2892365.656925	4803567.131475	3413903.6979	3470405.00015
ATP16	1971972.5582125	4003863.37147143	2905039.40695	1843214.74236667	2021540.203625	1724164.57305	3618137.36866667	3745986.869475	3296047.2681	2329345.836625	2490431.583	1434953.44495	1834477.14405	2998047.62875	3053366.56773333	1999442.34	3003602.380425	1653642.50265	1998662.713275	1778582.88593333	1689757.28055	2804584.98725	1901136.0442	2058573.9011	3733109.233025	1940775.63073333	3571791.4692	2873825.622225	1821221.99293333	3284671.626025	957965.6269	1402081.3469	2612676.241075	2834789.646075	1776924.4842	3482192.4125	1819398.1902	1210996.7931	3037564.2452	NA	4918962.286975	2316220.72495	NA	2766042.4995	2416100.82795	3659205.85135	3083304.30085	3661266.0013	1945068.5336	1185235.1614	3027218.1577	1842701.63075	NA	1459231.452725	987200.3381	2567026.678225	3145875.938075	1221814.9888	1671903.7258	5394921.3533	NA	1897526.55695	1698163.3381	1920809.44686667	2698996.99565	2453411.6052	2577358.742775	988620.6541	1279177.83736667	NA	1906852.7408	4428073.208125	1274890.95195	1807556.675425	NA	1761723.48116667	2271227.35986667	1785333.6987	1897490.0897	NA	2786544.31715	NA	2480119.1526	3041627.62055	NA	5781823.8873	2064393.27185	2275787.03096667	4484143.69085	NA	NA	3027840.28016667	2495868.79595	2371267.49893333	2417674.40335	2608702.922875	2606810.9077	1769313.381975	976395.3408	1277030.45793333	NA	2154344.7366	1425201.35723333	2133060.983975	1444436.0741	1599718.66365	1640000.33725
RPT2	1248852.1121	915254.3029	783602.885575	907841.591733333	544494.006	670296.593166667	806438.6279	950690.915866667	853312.0104	1139530.48033333	647240.0604	954990.3485	694968.7312	1242500.313125	761763.123733333	505256.8224	538454.204666667	636670.8954	941171.273333333	1032885.11913333	482379.1499	805046.2107	515197.5767	742573.9294	612247.9829	1107900.53866667	840017.91565	NA	698459.87825	548678.3947	525477.19915	557292.6606	895520.052475	768424.1462	834707.457075	736260.70145	517737.82585	710637.494975	1027744.00636667	914088.85215	1066661.4259	1557083.1094	697825.512	1882930.151525	1756665.311	1732358.6488	2252343.281925	1578654.42425	1604860.96295	313683.93255	1100875.049	754438.636975	1196061.591625	995507.1125	1178420.50865	909717.19425	1107638.278375	921924.4712	529295.087525	1230987.93825	469351.5135	568028.654125	1028911.6422	1306405.45405	690488.707066667	1001857.9425	1065459.853	1165699.76735	1094449.3701	493204.9722	1329728.833125	1263232.62225	1067053.20565	899768.159825	694751.512333334	859516.8046	948150.60635	714185.0274	947009.415825	918872.86285	890378.390033333	293697.7511	NA	673243.3047	NA	NA	872710.39425	924206.531	705864.562866667	606918.09955	327352.7096	705623.4105	869157.07505	660035.510725	479372.2177	584473.0899	1200571.1658	1089026.3382	726328.555466667	586772.98435	399989.1114	842045.791725	662708.92405	710098.8156	1076404.830725	669742.50635	412057.1562
NOP1	7083482.55936	7539291.3698	7567182.7506	6457925.939	7446728.65125	7011705.1531	7115892.908525	7100831.543	7498296.175725	6180160.425725	5288997.1143	6739307.822275	4547324.613175	8602092.35075	4708624.958025	7731628.334575	7571127.463825	7140438.794425	8675554.3794	6450558.45155	7210916.025775	7107412.3667	6814218.083925	7048138.272675	7307760.939475	7875628.1138	6270222.899725	6686521.360525	6251492.032025	6958381.2586	6425474.791575	6895810.95985	7657163.05065	6913209.61205	7839642.503725	7560773.158525	7816043.52655	4842666.48865	7300611.74635	8133369.092675	6095976.994	8903745.35115	7041189.78055	6983239.400425	7464726.850075	8591368.7805	7247401.534425	8474798.3971	9639506.6389	6557311.651575	8198460.394925	10016213.512	10023055.211225	9319205.176425	10219987.67465	8663491.912425	6739899.0652	9347088.000325	8320538.990875	7841097.132825	8588962.422075	9820156.241875	9455058.1963	8204235.37595	7617055.699725	9131993.8961	10576029.089675	7333954.776025	8471411.471675	7495127.7585	8035777.269	7390993.5913	7866604.9559	7600304.6241	5914622.0988	5786071.55625	7198640.623375	6640967.357125	7135220.7336	6514689.39525	5491519.86515	3920838.06995	6633612.71675	6194886.3545	7051078.401825	5946319.405725	6449726.160725	6900829.7208	6729932.666675	7052495.956175	5909823.750225	6448244.822075	6089807.456475	7206117.654775	7389873.14435	6810011.3376	6152672.5624	8874347.43625	7172845.792	8231427.265775	5299173.285175	6536618.169475	7878292.6589	8311952.418425	6329398.665575	8940800.1174	6441327.7052
TSC13	532156.98583	362708.51237	347349.835125	238778.82675	357345.6461	364485.3803	197217.2962	NA	652293.269875	268047.9968	606999.30775	411494.436275	551286.5087	557467.74465	504350.04425	424828.40345	414499.571775	385301.90985	335869.242125	386703.884225	247804.32185	234058.1931	428421.365533333	219695.352175	199240.93595	359116.6096	264680.514033333	304697.699225	325719.411125	525553.987425	378971.89615	464410.39845	310147.584575	383811.04825	309344.930725	354801.74715	307226.77445	513992.63425	467321.47945	247972.3728	395493.018125	674419.948833333	968426.04895	588631.4802	683722.881166667	1452576.108925	680874.18485	1185814.97236667	572148.031266667	323586.1136	578463.987575	1278199.935775	1001474.2642	1092908.1513	1121746.869925	867031.7117	736028.31605	928819.381975	760362.39745	715752.137575	1011951.1057	1138053.044125	723369.4928	771186.10435	1035163.3188	1176625.24625	1111088.37185	958693.340525	1464125.64625	1388740.216525	894932.07465	717642.542525	1307343.588425	644754.403525	729312.431575	604593.567225	595389.005225	563705.7785	589672.395675	487529.569475	589775.532675	379270.116375	409901.117775	568609.143575	576954.73435	626970.62045	977095.77245	565418.28085	660304.162	965291.288075	975291.523525	408526.720525	373704.929266667	706023.012575	626345.0546	503588.15415	665841.553	469674.938933333	386503.7351	671334.890575	667019.82115	447154.659966667	599606.7112	818917.77555	970279.49715	692752.23855	471007.080075
CDC7	5842178.5859	NA	NA	NA	5957577.974	NA	NA	2731155.6753	14340465.1369	1935112.4254	3730645.53996667	8033947.36845	12556273.8157	4994895.8185	16508130.691425	NA	8525234.2562	16972124.94145	NA	3183155.9035	NA	3677286.35575	2778721.1537	3437415.1787	6092173.6648	8760488.965425	NA	8745099.99505	6653116.1979	2420261.4117	4284250.752	6417423.4375	3423184.3759	13706182.042575	7909102.2388	6477376.9821	NA	13144338.07145	5339090.1159	NA	3545897.54983333	4833287.996	16856879.23075	2588030.2641	5416331.3132	18959122.22805	NA	25058283.3127333	NA	27899692.679375	4205332.86775	20326710.383275	3164705.956975	5717427.2349	7418153.33185	2578197.82135	2179624.83686667	8953795.3555	30515931.060125	4460360.263575	15897584.9013	28298727.632075	4604989.7981	5020157.701	NA	22989543.83845	3015259.20076667	NA	20799400.196575	31061361.34235	3885127.1785	3726019.6027	17009853.890125	3809404.3954	16853883.2393	2612764.4163	4273947.74706667	6104165.85745	7662677.695875	6014938.561575	9284602.6632	2670389.54443333	3215360.43223333	5213939.0951	17179488.0234	3059691.1355	6172447.94266667	20818963.46775	25160542.741875	2025391.35046667	18247341.007975	5051827.23005	2715290.98136667	19189595.81705	15843106.73985	2140106.706425	17223841.309475	4545203.528575	22468787.427475	17163151.585675	19091084.850475	13488528.3289	11918261.015025	8226207.4858	19134746.223175	17435904.3577	10189877.71465
GPM2	NA	2406568.07072	1535220.7615	4808789.758725	NA	NA	NA	NA	9011419.928475	NA	NA	NA	11642021.1293	NA	10324377.487625	NA	2094384.97413333	7163756.1184	NA	NA	NA	1777446.12715	NA	NA	NA	7013147.20325	NA	NA	NA	NA	NA	NA	NA	5468210.34725	NA	NA	1214326.4861	9891902.03255	NA	NA	2656090.156025	NA	5731549.7761	NA	NA	10565289.821175	4228966.2318	8903600.32495	NA	9126554.188625	NA	12793984.5485	NA	NA	1167141.1677	1123120.7492	1086931.80876667	NA	11896824.489375	NA	6842565.240325	10383072.697775	NA	3247178.249375	2073007.47073333	18151147.44625	NA	NA	13053565.255725	11105484.6041	1887441.89375	NA	9874837.482175	NA	8178274.00595	NA	NA	NA	NA	2952998.6471	3274829.3742	NA	NA	NA	5097272.7475	NA	NA	4505817.247525	9168788.42225	NA	9496985.438975	NA	NA	9189656.090725	3900599.693075	NA	8677228.226575	NA	10528191.44155	8960471.152075	8565315.663175	13905144.032	5179414.483475	2910262.74395	10092625.644375	6262641.4031	6986041.0168
GPD1	1970195.19859	3636056.90634	4349531.86385	3161967.702525	1797454.4922	1779056.63325	3223514.809425	2165305.8681	3100805.41475	2570274.274075	4207959.40725	3963880.688625	1983652.20455	2231876.128275	2444523.040875	1843192.81435	5033511.355475	2745160.9789	2947531.090175	3984984.428325	3278204.0543	2775977.54175	4218921.053825	5412053.29905	2524316.097825	5058274.92615	5557845.63785	2283301.172675	1762422.55795	3452065.28455	4164036.20815	3165162.870475	2939529.8887	3828089.799325	1251420.40955	2735711.03315	3409142.471775	1352854.10665	1567250.629475	1700930.761425	4526875.13905	2037960.96375	1749432.533575	2566352.464375	1745111.682825	1434684.61605	3376338.512875	1960965.5331	1256877.55945	2478091.193775	2866439.90935	1900616.39135	2246078.273675	3682329.868875	794572.185425	2157501.42485	3967095.1827	1736689.03195	1716349.669	3789915.2239	3296261.43415	1601444.84035	1060998.664	2298343.31995	4921451.4486	1365548.514	2681713.589	2285055.61	920102.118725	2901651.055725	1372615.31715	5045016.7659	1472432.92115	2663262.98555	2003371.1214	3464641.024725	1843770.25955	3663827.282475	1056695.0207	1774742.3159	4230530.14955	1779936.55543333	1953426.1442	2688994.424925	1921425.9314	2196585.5297	3024114.702175	1499173.640775	774569.321833333	2338837.365125	2479084.88345	5340991.9364	3415032.681575	1838499.67335	2877755.590675	3912168.2881	2117463.07725	2406287.64895	2050051.23835	2667552.626725	3221950.6273	1288072.64985	2633904.7833	3477975.55405	3031651.913875	1526515.401525	3079240.031125
DBP10	17471481.89624	10015171.84546	3980246.522875	9452305.7672	14255184.1677	15066725.8632	3893855.34445	13318139.5197	4116179.06113333	6665262.755275	5295180.7314	12879168.821525	1641731.424075	8111319.00475	2150071.47513333	15209495.4363	8010435.7773	8156520.7488	9842937.2123	10529536.079775	14478098.5863	3081652.517175	5190754.070675	3456988.6295	5265486.11335	13568357.7217	7445556.3457	6177199.8604	18973026.120625	5418687.59575	15584371.133225	7746303.304275	14826765.128075	6759653.632975	31442920.2826	12040618.4038	5953048.7944	1455511.8083	3193480.8054	35752668.60645	4751334.925125	14989653.8135	2563843.8845	24610761.9702	20018505.83835	3833130.4318	20831359.505675	4390514.799675	19838827.89955	2284823.76585	7104505.7424	3086905.29685	3842313.262	3043454.8452	5216011.5922	13623156.4352	6759215.65845	4464421.60625	4256208.829625	4898035.6828	25027187.1547	8954546.35755	24500505.50705	26027263.400725	28724279.79245	2392326.2322	2662207.97225	24974210.448425	2813265.34385	2365561.9885	25085927.300575	5725142.765375	3341207.626825	2638130.436475	1271597.2477	3909478.0254	3382801.001325	2774566.562425	2549821.78795	7432304.84366667	15067814.6579	7502490.51165	6876583.07645	7080478.148125	22359608.412325	7185385.19935	5758308.2888	20274063.71325	11645661.73685	3466025.440625	2659755.93185	4907130.29475	2482074.49795	1439079.6692	2351058.79565	1566177.983825	8318599.136475	3087317.067875	21119791.8917	1890617.88706667	9495506.138825	9581476.85255	21801339.22485	13201722.5336	16007729.296275	2846066.4282	1425970.08695
SIR2	3671087.02873333	2595793.45891429	2133294.696875	5528552.42543333	3397602.525825	4570491.13125	2126714.38395	5040199.436425	2209105.461625	2655708.012475	2474140.7018	3846138.343175	1868503.408925	3449844.443	2012315.1867	5431072.513375	7701944.1352	4418873.20895	9704148.750275	5872280.8123	3782695.9093	1830609.222325	1380670.644175	2255952.150775	2007651.8197	5205673.33705	7598063.367125	2540048.23395	5908161.0926	1931538.3583	4160678.66375	2503582.52173333	4056351.860025	5261398.055	7812086.712125	5172969.74155	2513064.77733333	1416524.5067	2188500.938875	7864243.933125	2667334.000575	3375204.303675	1913334.685975	3713864.32475	3772096.37265	2385500.325925	3002908.106025	2276003.162825	5443986.903475	2068777.20585	3647601.9664	1679204.77185	2274270.410875	1967113.802325	3039288.754925	3349816.353525	2816628.6087	3346303.70205	2673038.182975	3075124.575675	3873876.827825	2832036.287725	3733126.705525	4218627.04025	4832892.3326	1567933.564825	1936419.3026	5130872.2007	1597802.90035	2072926.365	5810346.344925	3192263.78315	2655481.9669	2305567.9421	1323060.119275	2418237.421225	2491176.008425	2225549.24095	2300017.75345	3707092.6527	2644492.858725	1887394.9802	4337962.6741	5345074.36865	6115410.46335	5993948.894975	4996802.68196667	6337602.5205	4900137.448825	1770483.01755	1897233.5588	2153164.304225	1494074.26923333	1278907.2807	1732870.3015	1729674.6281	3114837.266975	2719751.956525	2551221.773875	2411141.4147	1671581.7356	1611214.275325	3398318.4879	2432855.35735	2345729.2637	3607611.697125	2395167.0895
STP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14215712.968275	NA	NA	NA	NA	9769759.18075	9443055.9583	NA	3728894.8283	7841233.914975	7213780.2543	8810809.57675	8342340.63215	NA	10976328.28815	NA	8568289.9152	11904344.302225	11794647.112925	11733300.176725	NA	15525307.627925	NA	NA	NA	12192901.938775	14027614.292225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1292284.7093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2169136.2192	7891371.7786	8190457.64055	10627067.271125	10330936.14025	9860978.1388	9965607.931625	12278186.981325	9296018.2593	7976340.678	14733519.044975	9537847.335925	7831860.948575	11098854.974225	11611035.655675	6942912.2198	8618126.310825	6716096.746775	9657850.167075	6296353.991025	6841896.1596	7825702.429975	11030809.203825	3806255.64745	8934958.3375	3000090.313
PSA1	13751635.76751	8749737.74779	11539794.0279	4245239.648225	7184855.034975	8775941.736625	5134112.56905	6908728.517475	5707245.37705	7988999.7302	7892456.869475	12968407.67915	4473728.34065	14599672.1717	4768556.047325	6004043.7567	5444934.622075	5743729.086325	8824483.20065	6676131.662125	8559573.138025	5461963.882575	8123183.644875	12439841.761875	7232896.3512	6539543.341725	6460419.98295	7652927.2682	5351553.682775	5934064.05475	10758312.37485	7084833.304925	9102561.583925	5404558.9312	7918931.791625	5748836.507675	6172557.193775	2785644.50945	11183627.08025	8135976.82305	7957099.167475	8324996.489625	5925496.160425	8256592.84745	10610199.75755	4246341.317	6420922.5126	4661044.622375	10558016.281225	3145200.615475	7082869.948	5468184.262175	12779182.155925	17421711.7313	17842581.650075	9171109.499	8628928.929225	13421383.3099	4776652.304825	7568645.882075	7395734.334675	4965191.285775	9701440.726675	7114623.353325	11478221.157775	3987466.44775	12415116.3842	6709876.445175	4433883.8471	6959199.049025	6986413.652675	6686553.469625	7396123.0651	12346822.9517	5715942.374725	6623874.40785	10839764.43065	13877464.19955	10912842.510775	6963515.974375	10600007.319475	6145978.8306	8593063.285725	7214624.48775	8025829.501425	8161948.204	9105051.736325	6226377.98095	3409223.9184	10617150.17615	2699606.936725	5191801.426975	5564661.78055	3079456.5036	8617807.724825	8450759.94455	5871439.682525	8116417.8581	7937127.766025	10337515.140875	3560843.40115	3674262.3572	8263880.032575	12834944.500075	5311060.017275	9272609.025525	9704575.7217
TSR1	930769.2404125	3204171.80625556	2359764.658	8494555.881775	1991150.716475	1925362.6547	745520.5789	1762142.699475	15893767.1787	1348746.721875	1811469.299875	1352418.970175	30975209.63235	1265240.8471	25786861.19445	1308396.972975	11467544.076275	29008837.357075	1619763.319525	778378.6472	1420818.16153333	1919671.6088	5806088.19523333	3023647.17695	2574032.15685	6144383.63165	1885869.02226667	2582410.7973	1621972.574975	1359113.974	1602876.1787	2269331.0655	561453.583225	14063306.2759	1750166.28845	1410761.50616667	5700563.13106667	28129410.324025	975820.988825	841746.306425	3017858.604025	1196781.6913	29999431.737625	1139061.32865	804798.2412	12590843.5256	4800099.93765	13849921.77325	1751940.1433	23983336.05245	780946.430375	30052711.7892	609234.298	1957948.210075	1573425.4193	2274145.7303	5518733.912375	2009336.057475	31735012.109875	2117681.886025	14755287.29215	28450578.769175	2221904.329675	7817016.75355	5734225.01285	18853460.8958	507137.0632	1384721.53015	13085118.49925	22059794.60805	2810708.86205	1162962.4056	17966552.33175	1130351.12145	27517105.5532	1492536.67	1124384.260075	1770523.95175	1958918.3348	5760426.82025	9213296.155525	1363780.871875	627626.135375	321816.815133333	3907378.70015	500216.46095	553417.88575	1280854.97885	1627592.0849	613084.6611	22703111.4459	1579385.6887	1457177.0101	17850352.697925	8578146.83935	1016764.866425	14387278.34865	1321132.7062	10527569.44675	6092809.5478	24187632.50595	16001334.4028667	9319614.341275	5007811.32495	23705881.9806	9525673.703525	22875765.95565
RPS29B	7019495.09856667	5030295.7798	9851422.6263	11101512.3122	12364811.2748	11561402.5044	NA	NA	6436175.7172	NA	NA	NA	NA	7722301.511	5497985.0541	10537495.4621	NA	5555420.2549	NA	NA	8259360.7504	9195386.93603334	NA	NA	NA	NA	NA	6955026.9844	3695876.2505	8020066.8348	NA	NA	10452927.4047	8245953.7472	NA	NA	NA	4139514.86426667	9043880.31086667	8681164.4326	7186213.345	10236685.912925	4689777.28866667	8651414.43485	9606798.30296667	6842827.55893333	10846593.856825	7881156.22006667	9895796.6033	6317277.68256667	8113556.8792	5591073.0087	6381927.04073333	6824960.3144	8073816.9993	8550974.58116667	6386789.17256667	9083702.02275	5211572.0279	7998582.14306667	4621333.8062	6243259.78823333	8410676.4935	8041301.9068	6883723.70883333	7233007.6577	10189767.9522	12887376.4521	8477667.2141	5464497.5573	8044228.45436667	5646749.0875	5015261.9763	11111079.5942	6701262.1111	10454673.8774	9790179.1893	NA	NA	10495747.9309	6376411.0054	4621527.1444	2719118.5304	6681019.1023	4799296.068	NA	12652786.9268	3251817.4166	3787677.7193	8117377.79215	5673546.659	10271539.339925	6129880.7716	4554010.29685	6779240.28425	11019582.2951	9543117.749725	10779411.427075	7847958.76526667	9337543.26706667	4068201.42965	8178167.948375	12582218.8984	12158445.2347333	7374726.76855	12695576.211225	6714271.4824
